name,tag,expected,outcome,wall_ms,verdict,detail
list-reverse1,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-reverse2,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-reverse3,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-reverse4,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-reverse6,CORE,^VERIFICATION SUCCESSFUL$,PASS,69,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-reverse7-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,76,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-reverse8-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,61,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-sort1,CORE,^VERIFICATION SUCCESSFUL$,PASS,2352,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-sort10,CORE,^VERIFICATION SUCCESSFUL$,CRASH,15568,,signal=6
list-sort11-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,14940,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-sort2,CORE,^VERIFICATION SUCCESSFUL$,PASS,4746,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-sort3,CORE,^VERIFICATION SUCCESSFUL$,PASS,2328,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-sort4,CORE,^VERIFICATION SUCCESSFUL$,PASS,2362,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-sort5,CORE,^VERIFICATION SUCCESSFUL$,PASS,2327,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-sort6,CORE,^VERIFICATION SUCCESSFUL$,PASS,2305,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-sort7,CORE,^VERIFICATION SUCCESSFUL$,DIFF,2909,FAILED,expected=^VERIFICATION SUCCESSFUL$
list-sort8,CORE,^VERIFICATION SUCCESSFUL$,PASS,2396,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-sort9,CORE,^VERIFICATION SUCCESSFUL$,CRASH,15341,,signal=6
list-var-undef,CORE,^ERROR\: Variable \'l\' is not defined in function \'max\' at line 4.$,FAIL,52,SUCCESSFUL,expected=^ERROR\: Variable \'l\' is not defined in function \'max\' at line 4.$
list-with-char,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-with-char_fail,THOROUGH,^Properties\:.*2 failed$,FAIL,58,FAILED,expected=^Properties\:.*2 failed$
list10,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,106,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list11-fail,THOROUGH,^VERIFICATION FAILED$,PASS,101,FAILED,^VERIFICATION FAILED$
list12,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list12_fail,THOROUGH,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
list13,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,104,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list14,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,89,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list15_fail,THOROUGH,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
list16,CORE,^VERIFICATION SUCCESSFUL$,DIFF,66,FAILED,expected=^VERIFICATION SUCCESSFUL$
list16_fail,CORE,(?m)^(ERROR:.*)\s*\Z,FAIL,52,FAILED,expected=(?m)^(ERROR:.*)\s*\Z
list17,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,143,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list17_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
list18,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list18_fail,THOROUGH,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
list19_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
list2-fail,CORE,^VERIFICATION FAILED$,PASS,99,FAILED,^VERIFICATION FAILED$
list20,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,61,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list21,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list21_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
list22,CORE,^VERIFICATION SUCCESSFUL$,PASS,193,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list22_fail,CORE,^VERIFICATION FAILED$,PASS,200,FAILED,^VERIFICATION FAILED$
list23,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,67,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list23_fail,THOROUGH,^VERIFICATION FAILED$,PASS,67,FAILED,^VERIFICATION FAILED$
list24,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list24_fail,THOROUGH,^VERIFICATION FAILED$,PASS,58,FAILED,^VERIFICATION FAILED$
list25,CORE,^VERIFICATION SUCCESSFUL$,PASS,61,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list26,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list26_fail,CORE,^VERIFICATION FAILED$,PASS,60,FAILED,^VERIFICATION FAILED$
list27,CORE,^VERIFICATION SUCCESSFUL$,PASS,62,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list27_fail,CORE,^VERIFICATION FAILED$,PASS,62,FAILED,^VERIFICATION FAILED$
list28,CORE,^VERIFICATION SUCCESSFUL$,PASS,64,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list28_fail,CORE,^VERIFICATION FAILED$,PASS,74,FAILED,^VERIFICATION FAILED$
list29,CORE,^VERIFICATION SUCCESSFUL$,PASS,63,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list29_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
list3,CORE,^VERIFICATION SUCCESSFUL$,DIFF,257,FAILED,expected=^VERIFICATION SUCCESSFUL$
list30,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list31,CORE,^VERIFICATION SUCCESSFUL$,TIMEOUT,30000,,killed after 30s
list32,CORE,^VERIFICATION SUCCESSFUL$,PASS,63,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list33,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list34,CORE,^VERIFICATION SUCCESSFUL$,DIFF,222,FAILED,expected=^VERIFICATION SUCCESSFUL$
list34_1,CORE,^VERIFICATION SUCCESSFUL$,PASS,205,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list34_fail,CORE,^VERIFICATION FAILED$,PASS,129,FAILED,^VERIFICATION FAILED$
list4,CORE,^VERIFICATION SUCCESSFUL$,PASS,201,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list6,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,66,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list6_fail,THOROUGH,^VERIFICATION FAILED$,PASS,58,FAILED,^VERIFICATION FAILED$
list7,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list7-fail,CORE,^VERIFICATION FAILED$,PASS,83,FAILED,^VERIFICATION FAILED$
list8,CORE,^VERIFICATION SUCCESSFUL$,PASS,62,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list8_fail,CORE,^VERIFICATION FAILED$,PASS,64,FAILED,^VERIFICATION FAILED$
list9,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_call_chain,CORE,^VERIFICATION SUCCESSFUL$,DIFF,55,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_call_chain_fail,CORE,^VERIFICATION FAILED$,DIFF,54,SUCCESSFUL,expected=^VERIFICATION FAILED$
list_comprehension1,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_comprehension1_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
list_comprehension2,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_comprehension2_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
list_comprehension3,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_comprehension3_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
list_comprehension4,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_comprehension5,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_comprehension5_fail,CORE,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
list_comprehension6,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_comprehension6_fail,CORE,^VERIFICATION FAILED$,DIFF,49,SUCCESSFUL,expected=^VERIFICATION FAILED$
list_comprehension7,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_comprehension7_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
list_copy_1,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_copy_10,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_copy_11_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
list_copy_12,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_copy_13,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_copy_14,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_copy_15,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_copy_2,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_copy_3,CORE,^VERIFICATION SUCCESSFUL$,PASS,58,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_copy_5,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_copy_6,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_copy_7,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_copy_8,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_copy_9,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_depth_test,CORE,^VERIFICATION SUCCESSFUL$,TIMEOUT,30000,,killed after 30s
list_extend,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend10,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend10_fail,THOROUGH,^VERIFICATION FAILED$,PASS,56,FAILED,^VERIFICATION FAILED$
list_extend11_fail,THOROUGH,^VERIFICATION FAILED$,PASS,58,FAILED,^VERIFICATION FAILED$
list_extend11_nondet,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend12,CORE,^VERIFICATION SUCCESSFUL$,TIMEOUT,30000,,killed after 30s
list_extend13,CORE,^VERIFICATION SUCCESSFUL$,PASS,1095,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend14,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend16,CORE,^VERIFICATION SUCCESSFUL$,DIFF,55,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_extend17,CORE,^VERIFICATION SUCCESSFUL$,DIFF,67,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_extend17_fail,CORE,^VERIFICATION FAILED$,PASS,66,FAILED,^VERIFICATION FAILED$
list_extend2,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend3,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend4,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,68,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend5,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend5_fail,CORE,^VERIFICATION FAILED$,PASS,98,FAILED,^VERIFICATION FAILED$
list_extend6,CORE,^VERIFICATION SUCCESSFUL$,PASS,90,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend6_fail,CORE,^VERIFICATION FAILED$,PASS,60,FAILED,^VERIFICATION FAILED$
list_extend7,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,55,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_extend7_fail,THOROUGH,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
list_extend8,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend8_fail,THOROUGH,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
list_extend9,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,63,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_extend9_fail,THOROUGH,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
list_objects,CORE,^VERIFICATION SUCCESSFUL$,DIFF,145,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_pop,CORE,^VERIFICATION SUCCESSFUL$,PASS,63,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop10,CORE,^VERIFICATION SUCCESSFUL$,DIFF,75,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_pop10_fail,CORE,^VERIFICATION FAILED$,PASS,75,FAILED,^VERIFICATION FAILED$
list_pop11_nondet,CORE,^VERIFICATION SUCCESSFUL$,DIFF,116,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_pop11_nondet_fail,CORE,^VERIFICATION FAILED$,DIFF,104,SUCCESSFUL,expected=^VERIFICATION FAILED$
list_pop12,CORE,^VERIFICATION SUCCESSFUL$,PASS,90,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop12_fail,CORE,^VERIFICATION FAILED$,PASS,91,FAILED,^VERIFICATION FAILED$
list_pop13_nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,137,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop14_nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,137,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop15,CORE,^VERIFICATION SUCCESSFUL$,PASS,89,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop16,CORE,^VERIFICATION SUCCESSFUL$,DIFF,68,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_pop17,CORE,^VERIFICATION SUCCESSFUL$,DIFF,61,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_pop18,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop19,CORE,^VERIFICATION SUCCESSFUL$,PASS,116,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop2,CORE,^VERIFICATION SUCCESSFUL$,PASS,67,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop2_fail,CORE,^VERIFICATION FAILED$,DIFF,63,SUCCESSFUL,expected=^VERIFICATION FAILED$
list_pop3,CORE,^VERIFICATION SUCCESSFUL$,DIFF,84,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_pop4,CORE,^VERIFICATION SUCCESSFUL$,PASS,82,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop5,CORE,^VERIFICATION SUCCESSFUL$,PASS,63,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop6,CORE,^VERIFICATION SUCCESSFUL$,DIFF,95,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_pop7,CORE,^VERIFICATION SUCCESSFUL$,PASS,91,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_pop8,CORE,^VERIFICATION SUCCESSFUL$,DIFF,82,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_pop9,CORE,^VERIFICATION SUCCESSFUL$,DIFF,175,FAILED,expected=^VERIFICATION SUCCESSFUL$
list_pop_fail,CORE,^VERIFICATION FAILED$,DIFF,60,SUCCESSFUL,expected=^VERIFICATION FAILED$
list_pop_perf,CORE,^VERIFICATION SUCCESSFUL$,PASS,110,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_remove1,CORE,^VERIFICATION SUCCESSFUL$,PASS,88,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_remove10-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,90,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_remove10-nondet_fail,CORE,^VERIFICATION FAILED$,PASS,90,FAILED,^VERIFICATION FAILED$
list_remove11-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,87,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_remove11-nondet_fail,CORE,^VERIFICATION FAILED$,PASS,88,FAILED,^VERIFICATION FAILED$
list_remove2,CORE,^VERIFICATION SUCCESSFUL$,PASS,87,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_remove3,CORE,^VERIFICATION SUCCESSFUL$,PASS,87,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_remove4,CORE,^VERIFICATION SUCCESSFUL$,PASS,147,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_remove5_fail,CORE,^VERIFICATION FAILED$,PASS,84,FAILED,^VERIFICATION FAILED$
list_remove6-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,100,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_remove7-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,236,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_remove8-nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,147,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list_remove9_fail-nondet,CORE,^VERIFICATION FAILED$,PASS,124,FAILED,^VERIFICATION FAILED$
listcomp_annotation,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
listcomp_annotation_fail,THOROUGH,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
listcomp_basic,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
listcomp_basic_fail,THOROUGH,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
listcomp_filter,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
listcomp_filter_fail,THOROUGH,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
listcomp_func_call,CORE,^VERIFICATION SUCCESSFUL$,PASS,61,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
listcomp_func_call_fail,CORE,^VERIFICATION FAILED$,PASS,61,FAILED,^VERIFICATION FAILED$
listcomp_nested,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
literal,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
literal_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
logical-and-fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
logical-and-success,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
logical-and2-fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
logical-and3-fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
logical-and4-fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
logical-and5,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
logical-and6-fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
logical-and7-fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
logical-and8-fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
logical-and9-fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
logical-not-fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
logical-not-success,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
logical-or-fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
logical-or-success,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
loop-invariant,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
loop-invariant2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,59,FAILED,expected=^VERIFICATION SUCCESSFUL$
main-function,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
main-function_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
main-if-guard,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
main-if-guard_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
main-import,CORE,^VERIFICATION SUCCESSFUL$,PASS,82,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
main-import_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
man_bits,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math,CORE,^VERIFICATION SUCCESSFUL$,DIFF,110,FAILED,expected=^VERIFICATION SUCCESSFUL$
math-factorial,CORE,^VERIFICATION SUCCESSFUL$,DIFF,101,FAILED,expected=^VERIFICATION SUCCESSFUL$
math1,CORE,^VERIFICATION SUCCESSFUL$,PASS,102,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math10,CORE,^VERIFICATION SUCCESSFUL$,PASS,104,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math11,CORE,^VERIFICATION SUCCESSFUL$,PASS,108,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math12_fail,CORE,^VERIFICATION FAILED$,PASS,98,FAILED,^VERIFICATION FAILED$
math13,CORE,^VERIFICATION SUCCESSFUL$,PASS,111,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math14,CORE,^VERIFICATION SUCCESSFUL$,PASS,100,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math15,CORE,^VERIFICATION SUCCESSFUL$,PASS,100,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math16,CORE,^VERIFICATION SUCCESSFUL$,PASS,104,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math17,CORE,^VERIFICATION SUCCESSFUL$,PASS,100,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math18,CORE,^VERIFICATION SUCCESSFUL$,PASS,99,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math19_fail,CORE,^VERIFICATION FAILED$,PASS,99,FAILED,^VERIFICATION FAILED$
math1_fail,CORE,^VERIFICATION FAILED$,DIFF,101,SUCCESSFUL,expected=^VERIFICATION FAILED$
math2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,108,FAILED,expected=^VERIFICATION SUCCESSFUL$
math20_fail,CORE,^VERIFICATION FAILED$,PASS,103,FAILED,^VERIFICATION FAILED$
math21,CORE,^VERIFICATION SUCCESSFUL$,PASS,100,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math22,CORE,^VERIFICATION SUCCESSFUL$,PASS,99,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math23,CORE,^VERIFICATION SUCCESSFUL$,PASS,102,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math24,CORE,^VERIFICATION SUCCESSFUL$,PASS,101,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math25,CORE,^VERIFICATION SUCCESSFUL$,PASS,102,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math26,CORE,^VERIFICATION SUCCESSFUL$,PASS,107,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math27_nondet,CORE,^VERIFICATION SUCCESSFUL$,DIFF,110,FAILED,expected=^VERIFICATION SUCCESSFUL$
math28_acos,CORE,^VERIFICATION SUCCESSFUL$,PASS,101,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math28_acos_fail,CORE,^VERIFICATION FAILED$,PASS,103,FAILED,^VERIFICATION FAILED$
math29_fail,CORE,^VERIFICATION FAILED$,PASS,105,FAILED,^VERIFICATION FAILED$
math29_success,CORE,^VERIFICATION SUCCESSFUL$,PASS,111,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math2_fail,CORE,^VERIFICATION FAILED$,PASS,99,FAILED,^VERIFICATION FAILED$
math3,CORE,^VERIFICATION SUCCESSFUL$,PASS,106,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math30_cbrt,CORE,^VERIFICATION SUCCESSFUL$,PASS,104,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math30_consts,CORE,^VERIFICATION SUCCESSFUL$,PASS,102,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math31_erf,CORE,^VERIFICATION SUCCESSFUL$,PASS,97,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
math31_int,CORE,^VERIFICATION SUCCESSFUL$,DIFF,206,FAILED,expected=^VERIFICATION SUCCESSFUL$
math32_erfc,CORE,^VERIFICATION SUCCESSFUL$,PASS,99,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
