name,tag,expected,outcome,wall_ms,verdict,detail
if-global-var,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
ifexp-lazy-bool,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
ifexp-lazy-bool-fail,CORE,^VERIFICATION FAILED$,DIFF,51,SUCCESSFUL,expected=^VERIFICATION FAILED$
import,CORE,^VERIFICATION SUCCESSFUL$,DIFF,80,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-as,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-as-fail,CORE,"ERROR: Object ""mp"" not found.",FAIL,81,SUCCESSFUL,"expected=ERROR: Object ""mp"" not found."
import-class-constructor,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-class-inheritance,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-class-methods,CORE,^VERIFICATION SUCCESSFUL$,DIFF,81,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-class-null-returns,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-class-submodule,CORE,^VERIFICATION SUCCESSFUL$,PASS,79,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-error,CORE,^VERIFICATION SUCCESSFUL$,DIFF,49,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-error-fail,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
import-error2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-error3,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-error4,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-error5-fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
import-for-loop,CORE,^VERIFICATION SUCCESSFUL$,PASS,84,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-from-all,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-from-class,CORE,^VERIFICATION SUCCESSFUL$,PASS,82,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-from-class-fail,CORE,"^ERROR\: Function ""MyClass"" not found \(.+main\.py line [0-9]+\)$",FAIL,80,SUCCESSFUL,"expected=^ERROR\: Function ""MyClass"" not found \(.+main\.py line [0-9]+\)$"
import-from-function,CORE,^VERIFICATION SUCCESSFUL$,DIFF,83,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-from-function-body,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-from-function-body-fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
import-from-function-fail,CORE,^VERIFICATION FAILED$,DIFF,80,SUCCESSFUL,expected=^VERIFICATION FAILED$
import-from-multiple,CORE,^VERIFICATION SUCCESSFUL$,DIFF,80,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-from-multiple-fail,CORE,^VERIFICATION FAILED$,PASS,83,FAILED,^VERIFICATION FAILED$
import-fully-qualified,CORE,^VERIFICATION SUCCESSFUL$,PASS,80,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-fully-qualified-fail,CORE,,UNKNOWN,83,FAILED,no expected regex
import-math,CORE,^VERIFICATION SUCCESSFUL$,DIFF,99,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-multi-files,CORE,^VERIFICATION SUCCESSFUL$,PASS,88,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-multi-files2,CORE,^VERIFICATION SUCCESSFUL$,PASS,87,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import-os,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,89,FAILED,expected=^VERIFICATION SUCCESSFUL$
import-os2_fail,CORE,^VERIFICATION FAILED$,DIFF,89,SUCCESSFUL,expected=^VERIFICATION FAILED$
import-os_fail,THOROUGH,^VERIFICATION FAILED$,PASS,90,FAILED,^VERIFICATION FAILED$
import_module,CORE,^VERIFICATION SUCCESSFUL$,PASS,82,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
import_module_fail,CORE,^ERROR\: Module \'my_module\' not found\.$,FAIL,50,SUCCESSFUL,expected=^ERROR\: Module \'my_module\' not found\.$
incremental-smt-assert-fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
incremental-smt-assert-pass,CORE,^VERIFICATION SUCCESSFUL$,PASS,109,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
incremental-smt-loop-off,CORE,^VERIFICATION SUCCESSFUL$,PASS,59,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
incremental-smt-loop-on,CORE,^VERIFICATION SUCCESSFUL$,PASS,69,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
indexing10_fail,CORE,^VERIFICATION FAILED$,PASS,68,FAILED,^VERIFICATION FAILED$
indexing11_fail,CORE,^VERIFICATION FAILED$,PASS,73,FAILED,^VERIFICATION FAILED$
indexing12_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
indexing13_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
indexing14_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
indexing15_fail,CORE,^VERIFICATION FAILED$,PASS,66,FAILED,^VERIFICATION FAILED$
indexing2_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
indexing3_fail,CORE,^VERIFICATION FAILED$,PASS,58,FAILED,^VERIFICATION FAILED$
indexing4_fail,CORE,^VERIFICATION FAILED$,PASS,60,FAILED,^VERIFICATION FAILED$
indexing5_fail,CORE,^VERIFICATION FAILED$,PASS,305,FAILED,^VERIFICATION FAILED$
indexing7_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
indexing8,CORE,^VERIFICATION SUCCESSFUL$,PASS,57,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
indexing9_fail,CORE,^VERIFICATION FAILED$,DIFF,66,SUCCESSFUL,expected=^VERIFICATION FAILED$
infer-call-annotation,CORE,^VERIFICATION SUCCESSFUL$,PASS,71,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
infer-func-no-return,CORE,,UNKNOWN,50,SUCCESSFUL,no expected regex
infer-func-no-return2,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
infer-func-no-return_fail,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
infer-func-param,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
infer-func-param10,CORE,^VERIFICATION SUCCESSFUL$,DIFF,59,FAILED,expected=^VERIFICATION SUCCESSFUL$
infer-func-param2,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,90,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
infer-func-param2_fail,THOROUGH,^VERIFICATION FAILED$,PASS,89,FAILED,^VERIFICATION FAILED$
infer-func-param3,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
infer-func-param3_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
infer-func-param4,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
infer-func-param5,CORE,^VERIFICATION SUCCESSFUL$,PASS,71,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
infer-func-param5_fail,CORE,^VERIFICATION FAILED$,PASS,77,FAILED,^VERIFICATION FAILED$
infer-func-param5_nondet,CORE,^VERIFICATION SUCCESSFUL$,PASS,78,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
infer-func-param6,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
infer-func-param7,CORE,^VERIFICATION SUCCESSFUL$,PASS,88,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
infer-func-param8,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
infer-func-param9,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
infer-func-param_fail,CORE,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
infer-loop-var,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
inheritance,CORE,^VERIFICATION SUCCESSFUL$,DIFF,53,FAILED,expected=^VERIFICATION SUCCESSFUL$
inheritance-fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
inheritance2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
input,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
input1_fail,CORE,^VERIFICATION FAILED$,DIFF,76,SUCCESSFUL,expected=^VERIFICATION FAILED$
input2,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
input3,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
input4_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
input5,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
input5_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
input6,THOROUGH,^VERIFICATION FAILED$,PASS,595,FAILED,^VERIFICATION FAILED$
int1,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
int1_fail,CORE,^VERIFICATION FAILED$,DIFF,50,SUCCESSFUL,expected=^VERIFICATION FAILED$
int2,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
int2_fail,CORE,^VERIFICATION FAILED$,DIFF,62,SUCCESSFUL,expected=^VERIFICATION FAILED$
int3,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
int4,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
int_bit_length,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
int_bit_length_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
int_from_bytes,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
int_from_bytes_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
int_subclass,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
int_to_bytes,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
integer_squareroot_fail,CORE,^VERIFICATION FAILED$,PASS,63,FAILED,^VERIFICATION FAILED$
is,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
is-instance,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
is-instance-fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
is-not,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
is-not_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
is2-fail,THOROUGH,^VERIFICATION FAILED$,DIFF,53,SUCCESSFUL,expected=^VERIFICATION FAILED$
is3,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
is4,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,63,FAILED,expected=^VERIFICATION SUCCESSFUL$
is5,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,63,FAILED,expected=^VERIFICATION SUCCESSFUL$
is6,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
is6_fail,CORE,^VERIFICATION FAILED$,PASS,49,FAILED,^VERIFICATION FAILED$
isdigit,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isdigit2,CORE,^VERIFICATION SUCCESSFUL$,PASS,54,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isdigit2_fail,CORE,^VERIFICATION FAILED$,PASS,48,FAILED,^VERIFICATION FAILED$
isdigit_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
isinstance1,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance10,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance11,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance12,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance13,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance14,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance15,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance16,CORE,^VERIFICATION SUCCESSFUL$,PASS,241,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance17,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance18,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance19,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance2,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance20,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance20_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
isinstance21,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance22,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance23,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance24,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance25,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance26,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance27,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance28,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance29,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
isinstance3,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance30,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance31,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance32_fail,CORE,^VERIFICATION FAILED$,PASS,437,FAILED,^VERIFICATION FAILED$
isinstance33,CORE,^VERIFICATION SUCCESSFUL$,PASS,406,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance34,CORE,^VERIFICATION SUCCESSFUL$,DIFF,59,FAILED,expected=^VERIFICATION SUCCESSFUL$
isinstance4,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance5,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance6,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance7,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
isinstance8,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
jpl,CORE,^VERIFICATION SUCCESSFUL$,DIFF,1177,FAILED,expected=^VERIFICATION SUCCESSFUL$
jpl_1,CORE,^VERIFICATION SUCCESSFUL$,DIFF,1542,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
lambda10,CORE,^VERIFICATION SUCCESSFUL$,DIFF,57,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda10_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
lambda11,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
lambda12,CORE,^VERIFICATION SUCCESSFUL$,DIFF,49,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda13,CORE,^VERIFICATION SUCCESSFUL$,TOERR,49,,exit=6; expected=^VERIFICATION SUCCESSFUL$
lambda14,CORE,^VERIFICATION SUCCESSFUL$,DIFF,55,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda15,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda16,CORE,^VERIFICATION SUCCESSFUL$,PASS,55,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
lambda16_fail,CORE,^VERIFICATION FAILED$,PASS,59,FAILED,^VERIFICATION FAILED$
lambda17,CORE,^VERIFICATION SUCCESSFUL$,PASS,49,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
lambda17_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
lambda18,CORE,^VERIFICATION SUCCESSFUL$,DIFF,70,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda19,CORE,^VERIFICATION SUCCESSFUL$,DIFF,5759,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda2,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
lambda20,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda21,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
lambda2_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
lambda3,CORE,^VERIFICATION SUCCESSFUL$,DIFF,49,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda3_fail,CORE,^VERIFICATION FAILED$,DIFF,51,SUCCESSFUL,expected=^VERIFICATION FAILED$
lambda4,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
lambda4_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
lambda5,CORE,^VERIFICATION SUCCESSFUL$,DIFF,49,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda6_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
lambda7,CORE,^VERIFICATION SUCCESSFUL$,DIFF,52,FAILED,expected=^VERIFICATION SUCCESSFUL$
lambda7_fail,CORE,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
lambda8,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
lambda9,CORE,^VERIFICATION SUCCESSFUL$,PASS,50,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
lambda9_fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
lambda_fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
len,CORE,^VERIFICATION SUCCESSFUL$,PASS,51,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
len-fail,CORE,^VERIFICATION FAILED$,PASS,52,FAILED,^VERIFICATION FAILED$
len-list,THOROUGH,,UNKNOWN,52,SUCCESSFUL,no expected regex
len2,CORE,^VERIFICATION SUCCESSFUL$,PASS,65,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
len2-fail,CORE,^VERIFICATION FAILED$,PASS,67,FAILED,^VERIFICATION FAILED$
list,THOROUGH,^VERIFICATION SUCCESSFUL$,CRASH,3137,,signal=6
list-append,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,95,FAILED,expected=^VERIFICATION SUCCESSFUL$
list-clear,THOROUGH,^VERIFICATION SUCCESSFUL$,DIFF,93,FAILED,expected=^VERIFICATION SUCCESSFUL$
list-concat,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,105,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-concat-fail,THOROUGH,^VERIFICATION FAILED$,PASS,103,FAILED,^VERIFICATION FAILED$
list-condition-ifexp,CORE,^VERIFICATION SUCCESSFUL$,PASS,52,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-condition-ifexp-fail,CORE,^VERIFICATION FAILED$,PASS,51,FAILED,^VERIFICATION FAILED$
list-depth-exceed,THOROUGH,^VERIFICATION FAILED$,TIMEOUT,30000,,killed after 30s
list-eq1,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-eq1_fail,CORE,^VERIFICATION FAILED$,PASS,71,FAILED,^VERIFICATION FAILED$
list-eq2,CORE,^VERIFICATION SUCCESSFUL$,PASS,263,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-eq2_fail,CORE,^VERIFICATION FAILED$,PASS,281,FAILED,^VERIFICATION FAILED$
list-eq4_fail,CORE,^VERIFICATION FAILED$,CRASH,3999,,signal=11
list-eq5_fail,CORE,^VERIFICATION FAILED$,PASS,70,FAILED,^VERIFICATION FAILED$
list-eq6,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-eq6_fail,CORE,^VERIFICATION FAILED$,PASS,70,FAILED,^VERIFICATION FAILED$
list-eq7_fail,CORE,^VERIFICATION FAILED$,PASS,851,FAILED,^VERIFICATION FAILED$
list-eq8,CORE,^VERIFICATION SUCCESSFUL$,PASS,510,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-eq9,CORE,^VERIFICATION SUCCESSFUL$,PASS,516,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-fail,THOROUGH,^VERIFICATION FAILED$,PASS,50,FAILED,^VERIFICATION FAILED$
list-func-call-comp,CORE,^VERIFICATION SUCCESSFUL$,PASS,56,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-infer-type,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-infer-type2,CORE,^VERIFICATION SUCCESSFUL$,PASS,93,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-insert,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,116,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-insert-beyond,CORE,^VERIFICATION SUCCESSFUL$,DIFF,54,FAILED,expected=^VERIFICATION SUCCESSFUL$
list-insert-beyond-preserves,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
list-insert-beyond-preserves_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
list-insert-beyond_fail,CORE,^VERIFICATION FAILED$,PASS,55,FAILED,^VERIFICATION FAILED$
list-insert_fail,THOROUGH,^VERIFICATION FAILED$,PASS,85,FAILED,^VERIFICATION FAILED$
list-mult-dim,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,608,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-mult-dim-fail,THOROUGH,^VERIFICATION FAILED$,PASS,312,FAILED,^VERIFICATION FAILED$
list-mult-dim-out-bounds-fail,CORE,^VERIFICATION FAILED$,PASS,310,FAILED,^VERIFICATION FAILED$
list-neg-index-after-append,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-neg-index-after-append_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
list-neg-index-after-insert,CORE,^VERIFICATION SUCCESSFUL$,PASS,66,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-neg-index-after-insert_fail,CORE,^VERIFICATION FAILED$,PASS,64,FAILED,^VERIFICATION FAILED$
list-nondet,CORE,^VERIFICATION SUCCESSFUL$,DIFF,56,FAILED,expected=^VERIFICATION SUCCESSFUL$
list-nondet2,CORE,^VERIFICATION SUCCESSFUL$,PASS,53,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-nondet2_fail,CORE,^VERIFICATION FAILED$,PASS,54,FAILED,^VERIFICATION FAILED$
list-nondet_fail,CORE,^VERIFICATION FAILED$,PASS,53,FAILED,^VERIFICATION FAILED$
list-or-expression,CORE,,UNKNOWN,54,SUCCESSFUL,no expected regex
list-or-expression-fail,CORE,,UNKNOWN,57,FAILED,no expected regex
list-repetition,THOROUGH,^VERIFICATION SUCCESSFUL$,PASS,149,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-repetition-rhs,CORE,^VERIFICATION SUCCESSFUL$,PASS,62,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-repetition-symbolic,CORE,,UNKNOWN,61,SUCCESSFUL,no expected regex
list-repetition2,CORE,^VERIFICATION SUCCESSFUL$,DIFF,50,FAILED,expected=^VERIFICATION SUCCESSFUL$
list-return,CORE,^VERIFICATION SUCCESSFUL$,PASS,60,SUCCESSFUL,^VERIFICATION SUCCESSFUL$
list-return_fail,CORE,^VERIFICATION FAILED$,PASS,62,FAILED,^VERIFICATION FAILED$
